age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,G3
1.0316951635937113,1.310215632680141,1.5407154371084224,0.5767179914572501,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.17164653548813819,0.6937849605682166,-0.5435553304269218,-0.9976946599159401,-0.3710421971530383,0.0734333641512146,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,11
0.210136683627676,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,1.1197481596133516,-0.17164653548813819,-0.1573803313198222,-0.5435553304269218,-0.9976946599159401,-0.3710421971530383,-0.35786304611248015,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,11
-1.4329802763043944,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.17164653548813819,-1.0085456232078611,0.5385532875088825,0.5606779857770687,-0.3710421971530383,0.5047297744149093,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,12
-1.4329802763043944,1.310215632680141,-0.2789830500314615,-0.7600319244561619,1.2901143795189296,-0.3743051181921297,-0.9745358622571536,-1.1237713349052476,-1.0085456232078611,-0.5435553304269218,-0.9976946599159401,1.0129025496993858,-0.7891594563761749,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,14
-0.6114217963383591,0.4281306268612493,0.6308661935384804,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.17164653548813819,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,-0.7891594563761749,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,13
-0.6114217963383591,1.310215632680141,0.6308661935384804,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,1.1197481596133516,0.7804782639289712,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,0.5047297744149093,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,13
-0.6114217963383591,-0.45395437895764235,-0.2789830500314615,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,0.07260614867809903,0.7804782639289712,0.6937849605682166,-0.5435553304269218,-0.9976946599159401,-0.3710421971530383,-0.7891594563761749,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,13
0.210136683627676,1.310215632680141,1.5407154371084224,0.5767179914572501,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-2.075896134322357,0.6937849605682166,-0.5435553304269218,-0.9976946599159401,-1.7549869440054624,-0.35786304611248015,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,13
-1.4329802763043944,0.4281306268612493,-0.2789830500314615,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-1.1237713349052476,-1.0085456232078611,-0.5435553304269218,-0.9976946599159401,-1.7549869440054624,-0.7891594563761749,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,17
-1.4329802763043944,0.4281306268612493,1.5407154371084224,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,1.1197481596133516,1.7326030633460807,-1.8597109150959,-0.5435553304269218,-0.9976946599159401,1.0129025496993858,-0.7891594563761749,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,13
